category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225713,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225713,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_orbital_superfactory from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225732,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225732,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_planetary_fusion_grid from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225729,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225729,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_planetary_irrigation_water from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225723,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225723,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_polar_resource_silos from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225737,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225737,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_psionic_shroud_emitter from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225694,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225694,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_resort_archipelago from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225700,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225700,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_space_elevator from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225710,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225710,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_subsurface_megaforges from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225703,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225703,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_supermax_prison_rehab from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225691,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225691,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_university_cityscape from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225720,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,225720,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference pme_d_worldwide_maglev from database common/scripted_triggers/rsfp_mod_support_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214400,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214400,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_501sthelmet from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214350,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214350,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ASP_music_of_the_universe from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214360,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214360,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_EOE_eevium_z from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214359,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214359,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_EOE_warp_gate from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214356,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214356,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_Zero_Point_Module from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214353,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214353,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_adf_Stonetablets from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214354,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214354,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_adf_TARDIS from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214352,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214352,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_adf_literature from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214399,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214399,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_afk_device from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214355,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214355,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ancientsatellite from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214351,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214351,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_aspmod_protagonist_of_the_show from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214406,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214406,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_atlantean_apple from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214405,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214405,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_atlantean_crown from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214410,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214410,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ck2 from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214376,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214376,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_defender from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214362,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214362,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_dna_engine_prototype from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214417,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214417,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_early_rush from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214416,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214416,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_eddy from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214398,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214398,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_eddydata from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214411,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214411,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_eila_throne from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214403,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214403,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ev_dragon_trophy from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214402,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214402,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ev_fleet_influence_mult from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214401,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214401,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_ev_fleet_maintenance from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214389,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214389,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_heart_of_creation from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214407,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214407,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_highborne_astrolab_tw from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214397,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214397,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_jedibook from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214368,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214368,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_kancolle_poinner_relic from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214357,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214357,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_lse_holygrail from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214364,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214364,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_memorex from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214375,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214375,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_mysterious_monolith from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214369,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214369,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nanite_artifact from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214390,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214390,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_alchemist_box from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214392,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214392,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_orb_x1 from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214393,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214393,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_orb_x2 from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214394,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214394,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_orb_x3 from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214395,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214395,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_orb_x3_useful from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214391,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214391,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_nep_ugo_relic from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214371,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214371,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_pdarchive from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214374,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214374,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_pspmod_astanine_last_projector from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214373,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214373,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_pspmod_diary_of_innovo from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214372,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214372,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_pspmod_sless_gene_template from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214419,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214419,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_sh_book from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214384,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214384,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_ae from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214387,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214387,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_br from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
