benefit_class,object_type,object_id,role,strategic_tags,evidence_kind,valuation_status,formula_status,benefit_amount,source_terms,matched_modifier_keys,matched_tags,priority_score,can_demolish,can_build,can_be_disabled,has_destroy_trigger,winning_mod_name,winning_file
housing,building,building_communal_housing_large,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,4000.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_crude_huts,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,400.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_cryovault,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\22_extreme_frontiers_buildings.txt
housing,building,building_cyberdome,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger|migration_destination,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,5000.0,housing,planet_housing_add,,22.5,default,default,default,yes,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
housing,building,building_deployment_post,strategic_support,cannot_demolish,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,300.0,housing,planet_housing_add,,0.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_drone_megastorage,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_drone_storage,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_expanded_warren,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_fe_administration_2,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,housing,pop_housing_usage_mult,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_administration_hive_2,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,housing,pop_housing_usage_mult,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_administration_machine_2,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,housing,pop_housing_usage_mult,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_dome,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,5000.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_sky_dome,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2500.0,housing,planet_housing_add,,0.0,yes,yes,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_temple_2,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,-0.1,housing,pop_housing_usage_mult,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_fe_xeno_zoo,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,0.0,yes,no,default,no,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_giga_aeternum_housing,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,10000.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
housing,building,building_giga_ancient_palace,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1200.0,housing,planet_housing_add,,0.0,yes,no,default,no,Gigastructural Engineering & More (4.4),common\buildings\giga_fallen_empire_buildings.txt
housing,building,building_giga_corrona_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_corrona_buildings.txt
housing,building,building_giga_corrona_homes,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_corrona_buildings.txt
housing,building,building_giga_ezic_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_flusion_buildings.txt
housing,building,building_giga_flusion_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_flusion_buildings.txt
housing,building,building_giga_flusion_home,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_flusion_buildings.txt
housing,building,building_giga_katzen_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_flusion_buildings.txt
housing,building,building_giga_mega_housing,strategic_support,has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,housing,,,0.0,default,default,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
housing,building,building_giga_mega_housing_communal,strategic_support,has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,housing,,,0.0,default,default,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
housing,building,building_giga_mega_housing_hive,strategic_support,has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,housing,,,0.0,default,default,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
housing,building,building_giga_mega_housing_machine,strategic_support,has_destroy_trigger,text_or_structural_signal,detected_unvalued,detected_no_formula,0,housing,,,0.0,default,default,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
housing,building,building_giga_paluush_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
housing,building,building_giga_paluush_homes,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
housing,building,building_hab_capital,habitat_support_center,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,15.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_hab_fe_capital,habitat_support_center,capital_or_empire_unique_candidate|habitat_support_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,15.0,yes,no,default,no,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
housing,building,building_hab_major_capital,habitat_support_center,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,750.0,housing,planet_housing_add,,15.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_hab_system_capital,habitat_support_center,cannot_demolish|capital_or_empire_unique_candidate|habitat_support_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,15.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_hive_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,yes,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_hive_crude_huts,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,400.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_hive_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_hive_primitive_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_hive_primitive_dwellings,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,600.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_hive_stone_palace,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,300.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_hive_urban_dwellings,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_hive_warren,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_imperial_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_imperial_capital_wilderness,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
housing,building,building_imperial_hive_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_imperial_machine_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_junkheap,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,yes,no,no,no,Stellaris vanilla,common\buildings\12_event_buildings.txt
housing,building,building_lathe_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
housing,building,building_lathe_life_support,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,5000.0,housing,planet_housing_add,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
housing,building,building_lathe_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,4000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
housing,building,building_lathe_super_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,10000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
housing,building,building_low_tech_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,400.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
housing,building,building_luxury_residence,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_machine_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,yes,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_machine_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_machine_system_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_major_capital_wilderness,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
housing,building,building_mem_ancestors_grudge_ruins,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,100.0,housing,planet_housing_add,,0.0,default,no,no,yes,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
housing,building,building_mem_colony_ship_farming_outpost,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_colony_ship_industrial_outpost,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_colony_ship_mining_outpost,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_colony_ship_power_outpost,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_colony_ship_protocity,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_colony_ship_shelter,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_colony_ship_buildings.txt
housing,building,building_mem_lost_emperor_ancient_palace,habitat_growth_center,capital_or_empire_unique_candidate|habitat_growth_center|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,5000.0,housing,planet_housing_add,,285.0,yes,no,default,yes,More Events Mod,common\buildings\mem_lost_emperor_buildings.txt
housing,building,building_mem_lunar_age_colonial_administration,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_lunar_age_buildings.txt
housing,building,building_mem_lunar_age_colonial_housing,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Events Mod,common\buildings\mem_lunar_age_buildings.txt
housing,building,building_mem_primitive_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,10.0,yes,no,default,yes,More Events Mod,common\buildings\mem_primitive_buildings.txt
housing,building,building_mem_urban_dwellings,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,yes,no,default,no,More Events Mod,common\buildings\mem_primitive_buildings.txt
housing,building,building_mp_machine_primitive_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,10.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_bnw_controller_chancellery,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,800.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_bnw_reservation,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_igloos,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_lowgravity_buildings,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,800.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_philosophers_palace,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_snowpiercer_train,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_primitive_steam_turbine,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_mp_underground_bunker,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,yes,no,default,yes,More Primitives,common\buildings\mp_primitive_buildings.txt
housing,building,building_noble_estates,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,100.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\02_government_buildings.txt
housing,building,building_overseer_homes,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,200.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_paradise_dome,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3000.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
housing,building,building_passenger_dorms,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,500.0,housing,planet_housing_add,,0.0,default,default,default,yes,Stellaris vanilla,common\buildings\24_nomads_buildings.txt
housing,building,building_passenger_paradise,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1500.0,housing,planet_housing_add,,0.0,default,no,default,yes,Stellaris vanilla,common\buildings\24_nomads_buildings.txt
housing,building,building_pd_rogue_council,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,400.0,housing,planet_housing_add,,0.0,default,default,default,yes,Planetary Diversity - More Arcologies,common\buildings\pd_arc_buildings.txt
housing,building,building_primitive_capital,capital_world,capital_or_empire_unique_candidate|has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_primitive_dwellings,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,600.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_resort_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_resort_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_slave_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_slave_major_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_solarpunk_organic_paradise,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_stone_palace,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,300.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,building_system_capital,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\00_capital_buildings.txt
housing,building,building_system_capital_wilderness,capital_world,cannot_demolish|capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2000.0,housing,planet_housing_add,,10.0,no,no,no,no,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
housing,building,building_urban_dwellings,strategic_support,has_destroy_trigger,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,yes,no,default,yes,Stellaris vanilla,common\buildings\11_primitive_buildings.txt
housing,building,gpm_building_ascension_tower,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,16000.0,housing,planet_housing_add,,0.0,default,default,default,no,Guilli's Planet Modifiers and Features,common\buildings\gpm_buildings.txt
housing,building,holding_communal_housing_outreach,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,0.0,default,default,default,no,Stellaris vanilla,common\buildings\15_overlord_holdings.txt
housing,building,mem_building_ancient_palace,capital_world,capital_or_empire_unique_candidate,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1200.0,housing,planet_housing_add,,35.0,yes,no,default,no,More Events Mod,common\buildings\mem_vazuran_buildings.txt
housing,district,district_alderson_ecu,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_alderson_gaia,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_alderson_hive,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_alderson_logistics,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_alderson_machine,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_alderson_pcc,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,3500.0,housing,planet_housing_add,,0.0,default,default,default,no,Gigastructural Engineering & More (4.4),common\districts\giga_alderson.txt
housing,district,district_arcology_housing,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt
housing,district,district_arcology_leisure,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,1000.0,housing,planet_housing_add,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt
housing,district,district_arcology_urban_1,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt
housing,district,district_arcology_urban_2,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt
housing,district,district_arcology_urban_3,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,2400.0,housing,planet_housing_add,,0.0,default,default,default,no,Planetary Diversity - More Arcologies,common\districts\01_arcology_districts.txt
housing,district,district_ark_basic,strategic_support,none,numeric_modifier,numeric_value_preserved,resource_or_modifier_amount,900.0,housing,planet_housing_add,,0.0,default,default,default,no,Stellaris vanilla,common\districts\07_ark_districts.txt
