building_id,primary_role,primary_role_score,readiness_phase,gate_reasons,build_plan_candidate,repeatable_candidate,capital_tier_gate,fallback_building_id,fallback_primary_role_score,fallback_reason,readiness_status,prerequisites,potential_allow_gates,potential_allow_gate_atoms,event_flags,unlock_flags,is_upgrade_terminal,upgrade_terminal,upgrade_chain_to_terminal,colony_class,category,winning_mod_name,winning_file
building_giga_elysium_host_major_capital,support,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_colonial_centralization,allow;potential;trigger,,,,yes,building_giga_elysium_host_major_capital,building_giga_elysium_host_major_capital,generic_planet_or_special,government,Gigastructural Engineering & More (4.4),common\buildings\giga_elysium_capitals.txt
building_giga_iodizium_mines,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_fusion_suppressor,potential,,,,yes,building_giga_iodizium_mines,building_giga_iodizium_mines,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_living_metal_infusion_plant,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_amb_living_metal_infusion,allow;potential;trigger,,,,yes,building_giga_living_metal_infusion_plant,building_giga_living_metal_infusion_plant,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt
building_giga_maginot_global_bunker,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_maginot_world,allow;trigger,,,,yes,building_giga_maginot_global_bunker,building_giga_maginot_global_bunker,generic_planet_or_special,army,Gigastructural Engineering & More (4.4),common\buildings\giga_maginot_buildings.txt
building_giga_maginot_stronghold,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_maginot_world,allow;potential;trigger,,,,yes,building_giga_maginot_stronghold,building_giga_maginot_stronghold,generic_planet_or_special,army,Gigastructural Engineering & More (4.4),common\buildings\giga_maginot_buildings.txt
building_giga_matrioshka_brain_uplink,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_matrioshka_brain_1,allow;trigger,,,,no,building_giga_matrioshka_brain_uplink_amalgamation,building_giga_matrioshka_brain_uplink|building_giga_matrioshka_brain_uplink_amalgamation,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
building_giga_mega_housing,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_ringworld_buildings,potential;trigger,,,,yes,building_giga_mega_housing,building_giga_mega_housing,generic_planet_or_special,amenity,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
building_giga_mega_housing_communal,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_ringworld_buildings,potential;trigger,,,,yes,building_giga_mega_housing_communal,building_giga_mega_housing_communal,generic_planet_or_special,amenity,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
building_giga_mega_housing_hive,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_ringworld_buildings,potential;trigger,,,,yes,building_giga_mega_housing_hive,building_giga_mega_housing_hive,generic_planet_or_special,amenity,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
building_giga_mega_housing_machine,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_ringworld_buildings,potential;trigger,,,,yes,building_giga_mega_housing_machine,building_giga_mega_housing_machine,generic_planet_or_special,amenity,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
building_giga_mega_storage,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_ringworld_buildings,potential;trigger,,,,yes,building_giga_mega_storage,building_giga_mega_storage,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
building_giga_megaworkshop,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_amb_supertensiles,allow;potential,,@giga_amb_flag,,no,building_giga_megaworkshop_acot_delta,building_giga_megaworkshop|building_giga_megaworkshop_acot_delta,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt
building_giga_megaworkshop_hub,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_amb_supertensiles,allow;potential,,@giga_amb_flag,,no,building_giga_megaworkshop_hub_acot_delta,building_giga_megaworkshop_hub|building_giga_megaworkshop_hub_acot_delta,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt
building_giga_planetary_shield_generator_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_giga_planetary_shield_generator_2,allow;potential,,,,yes,building_giga_planetary_shield_generator_2,building_giga_planetary_shield_generator_2,generic_planet_or_special,army,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_shroud_conduit,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_shroud_conduit,allow;potential,,,,yes,building_giga_shroud_conduit,building_giga_shroud_conduit,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_giga_supertensiles_mines,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,giga_tech_amb_supertensiles,potential,,,,yes,building_giga_supertensiles_mines,building_giga_supertensiles_mines,generic_planet_or_special,resource,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt
building_grand_embassy,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_xeno_relations,allow;potential,,,,yes,building_grand_embassy,building_grand_embassy,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_hall_judgment,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_colonial_centralization,potential,,,,yes,building_hall_judgment,building_hall_judgment,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_hive_confluence,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_hive_confluence,allow;potential;trigger,,,,yes,building_hive_confluence,building_hive_confluence,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\08_unity_buildings.txt
building_hive_node,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_hive_node,potential;trigger,,,,yes,building_hive_node,building_hive_node,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\08_unity_buildings.txt
building_holo_theatres,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_holo_entertainment,allow;potential,,,,no,building_hyper_entertainment_forum,building_holo_theatres|building_hyper_entertainment_forum,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_holotemple,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_holographic_rituals,allow;potential,,,,yes,building_holotemple,building_holotemple,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\08_unity_buildings.txt
building_hydroponics_farm,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_hydroponics,potential,,,,yes,building_hydroponics_farm,building_hydroponics_farm,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_hyper_entertainment_forum,support,0.0,after_prerequisite,technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_hyper_entertainment_forum,,,,,yes,building_hyper_entertainment_forum,building_hyper_entertainment_forum,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_lathe_cogitator,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_cogitator,potential,,,,yes,building_lathe_cogitator,building_lathe_cogitator,generic_planet_or_special,army,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_lathe_life_support,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_life_support,potential,,,,yes,building_lathe_life_support,building_lathe_life_support,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_lathe_preserver,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_preserver,potential,,,,yes,building_lathe_preserver,building_lathe_preserver,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_lathe_resonator,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_lathe_resonator,potential,,,,yes,building_lathe_resonator,building_lathe_resonator,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
building_league_offices,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_secrets_league,allow;potential;trigger,,,,yes,building_league_offices,building_league_offices,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\08_unity_buildings.txt
building_machine_assembly_complex,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mega_assembly,potential,,,,yes,building_machine_assembly_complex,building_machine_assembly_complex,generic_planet_or_special,pop_assembly,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt
building_major_capital,support,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_colonial_centralization,allow;potential,2500;>=;sapient_pop_amount,,,no,building_imperial_capital,building_major_capital|building_system_capital|building_imperial_capital,generic_planet_or_special,government,Stellaris vanilla,common\buildings\00_capital_buildings.txt
building_massive_growth_3,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_food_processing_1,allow;potential,,,,no,building_massive_growth_4,building_massive_growth_3|building_massive_growth_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_massive_growth_4,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_food_processing_2,allow;potential,,,,yes,building_massive_growth_4,building_massive_growth_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_medical_1,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_health,allow;potential,,clone_army_full_potential,,no,building_medical_3,building_medical_1|building_medical_2|building_medical_3,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_medical_2,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_frontier_health,potential;trigger,,clone_army_full_potential,,no,building_medical_3,building_medical_2|building_medical_3,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_medical_3,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_frontier_hospital,potential,,clone_army_full_potential,,yes,building_medical_3,building_medical_3,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_mem_ancestors_grudge_living_metal_factory,support,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mem_ancestors_grudge_living_metal_works,potential;trigger,,,,yes,building_mem_ancestors_grudge_living_metal_factory,building_mem_ancestors_grudge_living_metal_factory,generic_planet_or_special,manufacturing,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
building_mem_ancestors_grudge_robot_factory,support,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mem_ancestors_grudge_robot_factory,potential;trigger,,,,yes,building_mem_ancestors_grudge_robot_factory,building_mem_ancestors_grudge_robot_factory,generic_planet_or_special,pop_assembly,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
building_mem_crystal_harvester,support,0.0,after_prerequisite,not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mem_crystal_cultivation,potential,,,,yes,building_mem_crystal_harvester,building_mem_crystal_harvester,generic_planet_or_special,resource,More Events Mod,common\buildings\mem_space_monster_attacks_buildings.txt
building_mem_planetary_shield_generator,support,0.0,after_prerequisite,event_flag;not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_shield_generator,allow;potential,,shield_on_destroy,,no,building_mem_planetary_shield_generator_heavy,building_mem_planetary_shield_generator|building_mem_planetary_shield_generator_heavy,generic_planet_or_special,army,More Events Mod,common\buildings\mem_planetary_shields.txt
building_mem_planetary_shield_generator_heavy,support,0.0,after_prerequisite,event_flag;not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mem_planetary_shield_generator_heavy,allow;potential,,shield_on_destroy,,yes,building_mem_planetary_shield_generator_heavy,building_mem_planetary_shield_generator_heavy,generic_planet_or_special,army,More Events Mod,common\buildings\mem_planetary_shields.txt
building_mem_planetary_shield_generator_orila,support,0.0,after_prerequisite,event_flag;not_build_plan_candidate;scripted_potential_allow;technology_prerequisite,no,no,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mem_planetary_shield_generator_orila,allow;potential,,shield_on_destroy,,yes,building_mem_planetary_shield_generator_orila,building_mem_planetary_shield_generator_orila,generic_planet_or_special,army,More Events Mod,common\buildings\mem_planetary_shields.txt
building_military_academy,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_centralized_command,allow;potential;trigger,,,,yes,building_military_academy,building_military_academy,generic_planet_or_special,army,Stellaris vanilla,common\buildings\09_army_buildings.txt
building_mine_generic,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mechanized_mining,potential,,,,yes,building_mine_generic,building_mine_generic,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_mining_districts_1,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mechanized_mining,potential,,,,no,building_mining_districts_4,building_mining_districts_1|building_mining_districts_2|building_mining_districts_3|building_mining_districts_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_mining_districts_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mining_1,potential,,,,no,building_mining_districts_4,building_mining_districts_2|building_mining_districts_3|building_mining_districts_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_mining_districts_3,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mining_2,potential,,,,no,building_mining_districts_4,building_mining_districts_3|building_mining_districts_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_mining_districts_4,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mining_3,potential,,,,yes,building_mining_districts_4,building_mining_districts_4,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_ministry_production,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_global_production_strategy,allow;potential,,,,yes,building_ministry_production,building_ministry_production,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\04_manufacturing_buildings.txt
building_mote_harvesters,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_mine_volatile_motes,potential,,,,yes,building_mote_harvesters,building_mote_harvesters,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\10_deposit_buildings.txt
building_natural_furnace_1,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_industry,allow,,,,no,building_natural_furnace_3,building_natural_furnace_1|building_natural_furnace_2|building_natural_furnace_3,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_natural_furnace_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_alloys_1,allow;potential,,,,no,building_natural_furnace_3,building_natural_furnace_2|building_natural_furnace_3,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_natural_furnace_3,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_alloys_2,allow;potential,,,,yes,building_natural_furnace_3,building_natural_furnace_3,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_negative_mass_factory_1,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_nm_utilization_1,allow;potential;trigger,,,,no,building_negative_mass_factory_2,building_negative_mass_factory_1|building_negative_mass_factory_2,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_negative_mass_factory_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_nm_utilization_2,allow;potential;trigger,,,,yes,building_negative_mass_factory_2,building_negative_mass_factory_2,generic_planet_or_special,manufacturing,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
building_network_junction,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_colonial_bureaucracy,allow;potential,,,,yes,building_network_junction,building_network_junction,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\08_unity_buildings.txt
building_ozone_thickener,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_shield_generator,allow;potential,,,,yes,building_ozone_thickener,building_ozone_thickener,generic_planet_or_special,army,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_paradise_dome,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_paradise_dome,allow;potential,,forever_cruise_over,,yes,building_paradise_dome,building_paradise_dome,generic_planet_or_special,amenity,Stellaris vanilla,common\buildings\07_amenity_buildings.txt
building_planetary_carapace,support,0.0,after_prerequisite,technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_defenses,,,,,no,building_planetary_carapace_2,building_planetary_carapace|building_planetary_carapace_2,generic_planet_or_special,army,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_planetary_carapace_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_global_defense_grid,allow,,,,yes,building_planetary_carapace_2,building_planetary_carapace_2,generic_planet_or_special,army,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt
building_precinct_house,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_planetary_government,allow;potential,,,,no,building_hall_judgment,building_precinct_house|building_hall_judgment,generic_planet_or_special,government,Stellaris vanilla,common\buildings\02_government_buildings.txt
building_production_center,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_global_production_strategy,allow;potential,,,,yes,building_production_center,building_production_center,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\04_manufacturing_buildings.txt
building_psionic_suppressor,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_psionic_suppression,potential,,,,yes,building_psionic_suppressor,building_psionic_suppressor,generic_planet_or_special,unity,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
building_refinery,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_exotic_gases,potential,,,,yes,building_refinery,building_refinery,generic_planet_or_special,manufacturing,Stellaris vanilla,common\buildings\04_manufacturing_buildings.txt
building_research_lab_1,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_1,allow;potential,,,,no,building_research_lab_3,building_research_lab_1|building_research_lab_2|building_research_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_research_lab_2,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_2,allow;potential,,,,no,building_research_lab_3,building_research_lab_2|building_research_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_research_lab_3,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_science_lab_3,allow;potential,,,,yes,building_research_lab_3,building_research_lab_3,generic_planet_or_special,research,Stellaris vanilla,common\buildings\05_research_buildings.txt
building_resource_silo,support,0.0,after_prerequisite,scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_basic_industry,allow;potential,,,,yes,building_resource_silo,building_resource_silo,generic_planet_or_special,resource,Stellaris vanilla,common\buildings\03_resource_buildings.txt
building_robot_assembly_complex,support,0.0,after_prerequisite,event_flag;scripted_potential_allow;technology_prerequisite,yes,yes,no,building_giga_matrioshka_brain_uplink_hell,0.0,same_role_available_before_target_unlock,fallback_available,tech_robot_assembly_complex,potential,,synth_focus_rulers;synth_focus_specialists;synth_focus_upkeep;synth_focus_workers;synth_safe_updates;synth_unscheduled_updates;synthetic_empire,,yes,building_robot_assembly_complex,building_robot_assembly_complex,generic_planet_or_special,pop_assembly,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt
