surface,folder,merge_model,load_position,game_registry_id,steam_id,display_name,source_kind,root,folder_exists,file_count,object_count,ai_weight_object_count,parse_error_count
component_templates,component_templates,last_definition_wins_by_object_id,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,52,mod/ugc_2148259818.mod,2148259818,Fairy Empire Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\2148259818,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
on_actions,on_actions,additive_object_merge,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,53,mod/ugc_2972849902.mod,2972849902,Tall White Reborn,enabled_mod,c:\steam\steamapps\workshop\content\281990\2972849902,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
on_actions,on_actions,additive_object_merge,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,54,mod/ugc_3250584386.mod,3250584386,Synthetic Queen Ship Set,enabled_mod,c:\steam\steamapps\workshop\content\281990\3250584386,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
on_actions,on_actions,additive_object_merge,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,55,mod/ugc_3071707483.mod,3071707483,Neo-Enigmatic Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3071707483,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
on_actions,on_actions,additive_object_merge,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,56,mod/ugc_3524998443.mod,3524998443,Dawn of Andromeda: Higharth Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3524998443,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
on_actions,on_actions,additive_object_merge,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,57,mod/ugc_3502102519.mod,3502102519,Dawn of Andromeda: Drekkos Shipset,enabled_mod,c:\steam\steamapps\workshop\content\281990\3502102519,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
on_actions,on_actions,additive_object_merge,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
section_templates,section_templates,last_definition_wins_by_section_key,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,58,mod/ugc_1436141067.mod,1436141067,AI Ship Set - LS Edition,enabled_mod,c:\steam\steamapps\workshop\content\281990\1436141067,no,0,0,0,0
economic_plans,economic_plans,additive_object_merge,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
ai_budget,ai_budget,top_level_duplicate_unproven; category/resource duplicates allowed,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
ai_planet_specialization,ai_planet_specialization,folder_absent_in_local_4.4.5,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
colony_types,colony_types,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
colony_automation,colony_automation,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
colony_automation_categories,colony_automation_categories,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
on_actions,on_actions,additive_object_merge,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
megastructures,megastructures,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
starbase_modules,starbase_modules,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
starbase_buildings,starbase_buildings,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
ship_sizes,ship_sizes,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,yes,2,24,0,0
section_templates,section_templates,last_definition_wins_by_section_key,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
component_templates,component_templates,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
component_sets,component_sets,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
global_ship_designs,global_ship_designs,last_definition_wins_by_design_name,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
districts,districts,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
zones,zones,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
zone_slots,zone_slots,last_definition_wins_by_object_id,59,mod/ugc_2160610678.mod,2160610678,C&C: Scrin Ships,enabled_mod,c:\steam\steamapps\workshop\content\281990\2160610678,no,0,0,0,0
